text,label
"Figure 1. (a) A schematic diagram of the Ti/HfO2: Al/Pt resistive random-access memory (RRAM) device structure; the thickness of each layer does not represent the true proportion. (b) The microscopic optical image of the top electrode of the device. We prepared devices with different areas ranging from 10 m  10 m to 300 m  300 m. In our work, we only discussed the case of 100 m  100 m. XPS spectra of (c) Hf 4f and (d) Al 2p in Al-doped and non-doped devices.",Captions
Figure 2. Typical DC I-V bipolar switching curves of Al-doped HfO2-based RRAM devices. The multi-level states in this measurement are achieved by varying (a) the set compliance current and (b) the reset stop voltages. (c) The DC I-V characteristic curve of the device during gradually increasing compliance current in the set process. (d) I-V characteristics of the first 256 DC sweep; the illustration shows the cycling endurance. The current compliance was applied to protect the devices from permanent breakdown during testing.,Captions
Figure 3. Resistance switching in the Ti/HfO2: Al/Pt device following the sequence of voltage pulses with varying amplitudes. The current range was set to 10 mA. (Vread = 0.1 V).,Captions
"Figure 4. Dynamic current response typical of a 100 ¥ìs pulse width, and square-waveform voltage time = 5000 ns). (a) Varying amplitude by 0.55 V, 0.6 V, and 0.65 V, and fixed initial conductance in the set process. (b) Varying initial conductance and fixed ?0.7 V amplitude in the Figure 4. Dynamic current response typical of a 100 s pulse width, and square-waveform voltage pulse (rise time = 5000 ns). (a) Varying amplitude by 0.55 V, 0.6 V, and 0.65 V, and fixed initial in the set process. (b) Varying initial conductance and fixed ??0.7 V amplitude in the reset process. The current range was set to 10 mA to protect the RRAM devices from permanently breaking down during the transient test.",Captions
"Figure 5. Dynamic current response typical of varying initial conductance and a fixed 0.6 V amplitude, 10 s pulse width, and square-waveform voltage pulse (rise time = 500 ns). The reset stop voltages are ??0.9 V (black), ??1.0 V (red), and ??1.1 V (blue). The curve represents the current flowing through the device and not its conductivity state.",Captions
"Figure 6. (a) Device conductance is shown as a function of the applied voltage pulse number for ON switching for 2 different devices. (b) The conductance of the device at different pulse periods for 100 different devices; the illustration shows actual data. The conductance was calculated by the Source Measurement Unit (SMU) (Vread = 0.1 V), and the set pulse by 0.6 V amplitude, 1 s pulse width, and square-waveform voltage pulse (rise time = 50 ns). The 500-cycle endurance test outcome is notable. One cycle includes 400 set consecutive pulses.",Captions
"Resistive random access memory (RRAM) is a strong candidate for next-generation memory. Despite its versatility, the sneak path current severely threatens accurate read operations, preventing RRAM from being expanded to high density array. To solve this sneak path current, here we propose a method to enhance a rectification effect through barrier height engineering. We fabricated two TiOx-based devices, Al/TiOx/Al devices as a control group and Cu/TiOx/Al devices as an experimental group, and compare their rectification characteristics. As a result, a rectification ratio in Cu/TiOx/Al devices is much larger than that of Al/TiOx/Al devices, e.g., approximately 122 times for low-resistance-state and 251 times for high-resistance-state. Furthermore, we analyze the energy band diagram considering the bias polarity and electric-field-driven oxygen ion migration. It is confirmed that the rectification effect results from high energy barrier height between Cu top electrode and TiOx. In addition, it is established that the high rectification ratio of Cu/TiOx/Al devices is capable of constructing large-sized memory array with reliable read margin by simply adjusting energy barrier height",Abstract
"Memory technology becomes more significant with the development of internet of things (IoT), artificial intelligence (AI), and big data technologies. NAND Flash has been widely used in the non-volatile memory market due to its multi-bit capacity and with obvious and reliable operation mechanisms [1,2]. However, NAND flash encounters scaling limitation in the horizontal direction, and 3D NAND vertical stacking techniques have been developed. Due to the difficulty of suitable etch and deposition processes for stacking multiple layers, there is also a limit to expansion in the vertical direction [3,4]. To overcome these limitations, several next-generation non-volatile memories such as resistive random access memory (RRAM) [5], phase-change RAM (PRAM) [6], and spin-transfer-torque magnetic RAM (STT-MRAM) [7] have been proposed. Among them, RRAM has undergone intensive investigation for non-volatile memories, as well as synaptic devices due to its simple structure, fast speed, scalability of 4F2 , and multi-level possibilities [5,8]. In addition, RRAM has the advantage in usability to various fields due to its extensive flexibility in adopting electrode and resistive switching materials. For example, various metallic materials such as TiN, Pt, and doped?silicon for electrodes, and transition metal oxide such as TiOx, HfOx, and AlOx for resistive switching materials can be applied [9]",Introduction
"Despite the versatile advantages, sneak path current is one of the most critical problems that restrict the maximum possible size of a RRAM crossbar array [10]. When the RRAM is configured as a passive crossbar array, current flows through unselected or half-selected cells, causing inaccurate read operation [10,11]. Various methods have been explored to improve sneak path problems: integrating RRAM with diodes [12,13]; transistors [11,14?16]; or highly-nonlinear selector devices [17?20], or nonlinearity improvement by carrying out heat treatment or inserting a layer to RRAM stack or [21?23].",Introduction
"However, integrating those nonlinear devices such as diodes, transistors, or selectors limits scaling the effective cell area. RRAM, especially for filamentary-type, requires the large current of 100 ¥ìA even to 1 mA for the resistive switching process regardless of the device size: the resistance of filamentary-type devices typically does not decrease corresponding to device area scaling [24]. However, unlike filamentary RRAM, the current of nonlinear devices tends to be proportional to the device area: current densities are usually considered for the nonlinear devices. Thus, cell area of nonlinear devices cannot be not scaled down in order to satisfy the RRAM switching current. In addition, integrating additional devices complicates the manufacturing process and requires more cost. Furthermore, nonlinearity improvement by annealing or inserting an additional layer cannot be universally applied to all mate rial combinations of RRAM, so this type of approaches must be carefully selected considering each RRAM stack.",Introduction
"In this paper, we explore the method to increase the nonlinearity of RRAM with Al/TiOx/Al stack, which has presented reliable switching characteristics for memory applications and gradual resistive switching for synaptic devices as well [25?27]. We fabricated two TiOx-based RRAM devices with different top electrode materials, Al and Cu, and present rectification properties through the interface engineering between the top electrode and the switching layer. We also measured electrical properties of two devices and verify the sneak path current can be effectively reduced without integrating additional devices or inserting additional selection layers. Based on the measurement data, we analyze the rectification effects on read margin by array simulation, and validate suitability of TiOx-based RRAM as a multi-level memory or a synaptic device.",Introduction
"Fig. 1 shows a schematic drawing (Fig. 1a) and a process flow (Fig. 1b) of the fabricated TiOx-based RRAM with two different top electrode (TE) materials, Al and Cu. Hereinafter these two devices will be called ¡®Al TE device¡¯ and ¡®Cu TE device¡¯, respectively. The devices were fabricated as follows: First, 100-nm-thick Al as a bottom electrode and 60-nm-thick TiOx as a resistive switching layer were sequentially deposited on the thermally oxidized SiO2/Si substrate by DC sputtering and RF reactive sputtering, respectively. The top electrodes, Al and Cu were deposited by thermal evaporation and patterned by using a metal hard mask. After the device was fabricated, the TiOx surface was scratched, and then silver paste was applied to access the Al bottom electrode. Cross-sectional TEM images of the fabricated devices are shown in Fig. 2a (Al TE device) and Fig. 2b (Cu TE device). ",Methods
"The inset graph of Fig. 2b shows the X-ray photoelectron spectroscopy (XPS) spectrum of Ti 2p3/2 in TiOx film. It is confirmed that the peaks are widely distributed. Ti4+, Ti3+ and Ti2+ components are all detected, while Ti0 component does not show noticeable intensity. This result means that the deposited TiOx film is intrinsically not stoichiometric, and suggests that there are defects such as oxygen vacancies. Titanium oxide would be stoichiometric, e.g., anatase- or rutile-phase TiO2, if synthesized by solution with annealing process [28] or deposited by atomic layer deposition (ALD) techniques [29]. For this stoichiometric TiO2 with a small number of defects, the XPS spectra exhibit clear Ti4+ peaks (458.8 eV for 2p3/2 and 464.5 eV for 2p1/2) [28,29]. To further confirm elemental distribution of both Al and Cu TE devices, an energydispersive X-ray spectroscopy (EDX) elemental mapping analysis was performed as shown in Figs. 2c and d. It can be seen that Ti and O elements are located between the top electrode and the bottom electrode, constructing TiOx. DC I-V characteristics of the fabricated devices were measured by Keithley 4200 to analyze the effect of top electrode materials on rectification ratio. Here, Al bottom electrode was grounded, and positive and negative voltages were applied to the top electrode. The rectification ratio is defined as |Ipos/Ineg|, which is the absolute value of the readout current at +1 V (positive) over that at ? 1 V (negative).",Methods
"The measured DC I-V characteristics of the Al and Cu TE devices are shown in Fig. 3a. The result of the Al TE device is described in a green dashed line, and that of the Cu TE device in a blue solid line. Both devices were activated without forming process, i.e., forming-free devices. Al TE device was swept to ? 3 V/3 V, and the Cu TE device to 5 V/? 3 V for set/reset operation, respectively. Both devices show bipolar and gradual set/reset switching characteristics. The Al TE device shows similar switching properties with the previously presented devices in [25,26]. The main difference in I-V curves of the two devices is their symmetry. The Al TE device exhibits similar current level in both the low-resistance-state (LRS) and the high-resistance-state (HRS) regardless of voltage polarity, whereas the Cu TE device shows much higher current level in the negative voltage regime compared to that in the positive voltage regime. In the case of the Al TE device, the rectification ratios of LRS and HRS are 1.52 and 0.52, respectively. On the other hand, for the Cu TE device, the rectification ratios of LRS and HRS greatly increase to 381.71 and 63.78, respectively, due to much current suppression at the positive voltage regime. These rectification ratio results are summarized in Fig. 3b. Figs. 3c and d show cycle-to-cycle resistance variation for Cu and Al TE devices, respectively. HRS and LRS currents are represented by rectangular and circle symbols, respectively. The read current values at 1 V are displayed for both HRS and LRS. Means of HRS and LRS currents for the Cu TE device are 4.31 ¥ìA and 32.1 ¥ìA, respectively, and standard deviations of those are 0.19 ¥ìA and 0.18 ¥ìA, respectively. For the Al TE devices, means of HRS and LRS currents are 0.752 mA and 3.873 mA, respectively, and standard deviations of those are 0.178 mA and 0.087 mA, respectively. Overall, it can be seen that the current of the Cu device is about 100 times lower than that of the Al device.",Main
"The rectification effect mechanism of the Cu TE device is proposed in terms of the energy band diagram in Fig. 5. Note that the conduction mechanism of the Al TE device has been already investigated [25]. Fig. 5a shows the energy band alignment of Cu, TiO2, and Al. The work functions of Cu and Al, and the electron affinity and the band gap energy (Eg) of TiO2 are specified [30,31]. Based on the energy band alignment, energy band diagrams of Cu TE devices corresponding to various bias conditions and resistance states are displayed in Figs. 4b?e. As shown in Fig. 4b, an asymmetric energy band structure is formed under no bias due to the difference between Cu (4.7 eV) and Al (4.08 eV) work functions. It can be confirmed that Schottky contact is formed at the Cu and TiO2 interface, while an Ohmic contact is formed at the TiO2 and Al interface due to the low Schottky barrier. When a negative voltage is applied to the Cu top electrode, electrons do not easily flow from Cu due to the Schottky barrier as shown in Fig. 4c, and therefore this causes the rectifying effect. On the other hand, when a positive voltage is applied to the top electrode, electrons in Al easily overcome the barrier. Figs. 4d and e describe the current flows under positive bias, when the Cu TE device is in LRS and HRS, respectively. Here, the resistance state of the Cu TE device is determined by a Ti-Al-O interfacial layer formed between TiO2 and Al. When a negative voltage is applied during reset, oxygen ions in TiO2 move toward the Al bottom electrode, forming a TiAl-O interfacial layer [25]. Since Eg of Al2O3 (7.1 eV) is much larger than that of TiO2 (3.5 eV), the Ti-Al-O layer induces larger Eg compared to TiO2 [32]. Therefore, it can be concluded that the interfacial Ti-Al-O layer results in increase in the potential barrier between TiO2 and Al.",Main
"To further analyze the conduction mechanism of the Cu TE device, current-voltage fitting was done. Fig. 5a shows the ln(I) versus sqrt(V) plot in the negative voltage regime. As a result, ln(I) and sqrt(V) show a linear relationship with a high R2 value of 0.9995. Therefore, it can be inferred that Schottky contact exists between Cu and TiO2. For the positive voltage regime, the ln(I/V) versus sqrt(V) plot fits well with a linear model (R2 = 0.9999) as shown in Fig. 5b. This result means that the TiO2-Al junction is Ohmic contact, and the current is limited by the Poole-Frenkel conduction.",Main
"The RRAM crossbar array simulation was done to demonstrate the effects of rectification properties on array applications. The Silvaco SmartSpice simulation tool was used, and the measured rectification ratios were considered. The RRAM array structure used in simulation is shown in Fig. 6. The vertical and horizontal lines of the crossbar represent word lines (WLs) and bit lines (BLs), respectively. A RRAM crossbar array consisting of N WLs and N BLs is constructed where N = 16, 64, 256. The top electrode and the bottom electrode of each RRAM cell are connected to a WL and a BL, respectively. The cell in the blue area is the selected cell to be read, which is connected between the selected WL and BL. Also, the yellow and red areas represent halfselected cells and unselected cells, respectively.",Main
"During the read operation, Vread = 1 V is applied to the selected WL and readout voltage (Vout) is calculated by voltage dividing between the selected cell resistance and the load resistance (Rload) at the end of the bit line. Grounding the unselected WLs and BLs was adopted as a read scheme, which provides sneak path current to flow into the ground rather than the selected BL and improves the sensing margin [33]. The line resistance was not considered during simulation, because the re sistivity of Al (2.65 ¡¿ 10? 8 ¥Ø?m) and Cu (1.68 ¡¿ 10? 8 ¥Ø?m) is negligibly small. In fact, if the thickness of WLs and BLs is 100 nm, the sheet resistance (Rs) is much less than 1 ¥Ø/sq., which is insignificant compared to RRAM cell resistance. This simulation also assumes the worst case where unselected and half-selected cells are in LRS. In addition, read margin is defined as the difference between Vout values when the cell is in LRS and HRS:",Main
"Figs. 7a and b shows the array simulation results based on the measured rectification ratios. Al TE and Cu TE devices are compared corresponding to their rectification effects. It was simulated for from 16 ¡¿ 16 to 256 ¡¿ 256 sized arrays, and the read margin was calculated according to the load resistance. For the Al TE device, a small maximum read margin of less than 0.1 is secured at an array size of 16 ¡¿ 16. Even worse, it can be seen that the read margin decreases drastically as the array size increases, e.g., the read margin drops to about 0.05 at 256 ¡¿ 256 size. On the other hand, for the Cu TE device, a read margin of 0.44 or more is maintained even if the array size increases to 256 ¡¿ 256. This would be attributed to much higher rectification ratio of the Cu TE device than that of the Al TE device. The maximum read margin for each array size is summarized in Fig. 7c. It can be established that the high rectification ratio translates to the reduction of sneak path current. Furthermore, this result confirms that the reliable read margin can be obtained with higher rectification ratio.",Main
"In this study, we fabricated Al/TiOx/Al and Cu/TiOx/Al devices and compare their rectification characteristics. To increase rectification ratio, copper is adopted instead of aluminum in terms of interface engineering between the top electrode and TiOx. The rectification ratio in the Cu/TiOx/Al device (381.71 for LRS and 63.78 for HRS) greatly increases compared with that in the Al/TiOx/Al device (1.52 for LRS and 0.52 for HRS). Energy band diagrams of the Cu/TiOx/Al device are investigated considering work functions of electrodes and oxygen ion migration by electric field. As a result, it is revealed that the Schottky contact in the Cu-TiO2 junction results in rectifying effect, while the TiO2-Al junction maintains low barrier height. Moreover, it is proposed that the Ti-Al-O interfacial layer formed during reset determines the resistance states in the positive voltage regime. Conduction mechanism fittings suggest that the current is limited by Schottky emission of the Cu-TiO2 junction in positive voltage regime, while limited by Poole Frenkel emission in negative voltage regime. Further, passive crossbar array is established to simulate the rectification effect on read perfor mance. Consequently, the reliable read margin over 0.44 is maintained in the Cu/TiOx/Al device. This result strongly supports that the top electrode-engineered Cu/TiOx/Al device can be constructed to the large-sized memory array.",Summary
Fig. 1. (a) The structure and (b) the fabrication process of the Al TE and Cu TE devices. Circular top electrodes with 100-nm thickness (aluminum or copper) were patterned on the TiOx film.,Captions
"Fig. 2. Cross-sectional transmission electron microscopy (TEM) images of (a) Al/TiOx/Al and (b) Cu/TiOx/Al devices. The inset graph of (b): X-ray photoelectron spectroscopy (XPS) analysis results of TiOx. Binding energies for various chemical states of the titanium element are displayed. Note that only 2p3/2 spin orbit peaks of Ti are analyzed. It is obviously observed that Ti4+ is the dominant chemical state for titanium in TiOx layer. Elemental mapping images by energy dispersive X-ray spectroscopy (EDS) of (c) Al/TiOx/Al and (d) Cu/TiOx/Al devices. Each element (Al, Ti, O, and Cu) is specified for the Al/ TiOx/Al and Cu/TiOx/Al devices.",Captions
Fig. 3. Typical I-V curves of the Al/TiOx/Al (a green dashed line) and Cu/TiOx/ Al (a blue solid line) devices. Rectification ratio of LRS for the Cu TE device is illustrated by black dotted lines as an example. (b) The obtained rectification ratios of the Al TE and Cu TE devices. The ratios of both LRS and HRS are displayed for both devices. Cumulative probability plots of LRS and HRS resistances for (c) Cu TE and Al TE devices.,Captions
"Fig. 4. (a) Schematic energy band alignment of Cu, TiO2, and Al. Work function or electron affinity, and band gap energy for each material are specified. Energy band diagrams of the Cu/TiO2/Al device under (b) no bias and (c) negative bias. Under the positive bias, the energy band diagrams are displayed separately corresponding to the resistance state: (d) LRS and (e) HRS.",Captions
"Fig. 5. Schottky and Poole-Frenkel emission fittings for the Cu TE device. (a) A ln(|I|) versus sqrt(|V|) graph in a negative voltage regime and (b) a ln(I/V) versus sqrt(V) graph in a positive voltage regime. Schottky/Poole-Frenkel emissions fit well in the negative/positive voltage regimes, respectively.",Captions
"Fig. 6. A circuit diagram for read operation of N ¡¿ N RRAM crossbar array. Selected, half-selected, and unselected cells are colored in blue, yellow, and red, respectively. All the half-selected and unselected cells are assumed to be in the low-resistance state (LRS). The read pulse is applied to top electrode side of the selected cell, and the resistance is read through readout voltage (Vout).",Captions
Fig. 7. SPICE simulation results of read margin as a function of load resistance for (a) the Al TE device and (b) the Cu TE device. Array size (N) is ranged from 16 to 256. Larger read margin is obtained in the Cu TE device compared with the Al TE device. (c) Summarized of the maximum read margin for the Al TE device and the Cu TE device. Read margin is considerably improved in the Cu TE device due to the rectification ratio.,Captions
"This study investigated the effect of resistive switching on Pt/Al2O3/Cu/Al2O3/ITO multilayer structures grown by RF/DC magnetron sputtering. A reproducible unipolar switching free forming was found only for the negative voltage. The SET and RESET processes occurred at very low voltage values, which may be advantageous for practical applications. The ON/OFF ratio was approximately five orders of magnitude for more than 103 s, which is desirable for nonvolatile memories such as resistive random-access memories (RRAMs). We explain the unipolar behavior of the characteristic (I?V) curves in terms of the formation and rupture of conductive filaments, connected via a Cu metal layer.",Abstract
"The search for efficient electronic devices has propelled the scientific research on low cost materials and materials that exhibit desirable properties. This has resulted in a reduction in the cost of electronic components and improvement in their performances. Resistive random access memory (RRAM) devices have applications in nonvolatile memory devices, and are the most promising candidates for the new generation memories, owing to their characteristics such as high processing speed, high storage density, low cost of raw materials for components, and simple structure [1?3].",Introduction
"The RRAM is based on the resistive switching phenomenon (change in the resistance of a material) of an oxide layer, usually made of transition metal oxides, such as ZrO2 [4], TiO2 [5], HfO2 [6], ZnO [7?9], BaTiO3 [10] or Al2O3 [11,18]. The device alternates in a nonvolatile manner between the high resistance state (HRS) and the low resistance state (LRS). The change from HRS to LRS is called SET (ON), and that from the LRS to HRS is called RESET (OFF). Two types of behaviors are found in resistive switching: unipolar [2], where SET and RESET occur in the same polarization; and bipolar [2], where SET occurs in one polarization and the RESET necessarily occurs in an opposite polarization. In some structures, a forming process is necessary to activate the device [12] and achieve the LRS. For this, it is necessary to apply a high voltage. Once the LRS is reached, the other switching cycles occur at lower voltages. The origin of resistive switching has been attributed mainly to the formation and rupture of conductive filaments [13] (formed by the migration of oxygen vacancies or cations) inside the film oxide. Interface effects in association with the Schottky barrier [4], and the charge trapping and detrapping model [14] are also suggested.",Introduction
"The study of multilayer devices is widely found in the literature, as reported for ZnO/Al2O3 (10 periods) [15] and HfO2/Al2O3 (19 periods) [16]. The study of a multilayer device in which a metal layer is sandwiched between two insulation layers, however, is uncommon. Guo et al. reported a bipolar behavior of resistive switching of the HfOx/Al/ HfOx [19] structure; and Song et al reported the unipolar behavior of the AlOx/Al/AlOx [17] structure.",Introduction
"In this work, we constructed a multilayer device using Al2O3/Cu/ Al2O3 that presented interesting characteristic (I?V) curves. We found a unipolar behavior under negative voltage polarization attributed to the presence of the Cu layer, which acts as a connector between the conductive filaments formed in the Al2O3 layers. In addition, the use of low-cost materials makes our device attractive for application in RRAM devices.",Introduction
"Al2O3 and Cu films were deposited at room temperature (approximately 28 ¡ÆC) by RF and DC magnetron sputtering (AJA International), respectively, in the form of an Al2O3 (13 nm)/Cu(10 nm)/Al2O3(3 nm) multilayer on an indium?tin?oxide (ITO) (Asahi Glass AGC; 100 nm)/ glass substrate. The thickness of the films was estimated via Rutherford backscattering spectrometry (RBS), not shown here. The elemental depth profile of the films was determined by RBS using a 2.2 MeV 4 He+ beam at LAMFI tandem accelerator.",Methods
"The backscattered ions were detected by a surface barrier Si detector positioned at 170¡Æ and 120¡Æ with respect to the direction of the incident ion beam. The RBS spectra were analyzed with the SIMNRA [20] and MultiSIMNRA [21] programs. Using MultiSIMNRA we obtained the final depth profile from the optimization algorithm as the model that best describes the experimental data of two detectors simultaneously. The main advantage of the selfconsistent approach is that the information contained in one spectra plays as the boundary condition during the optimization of all the others. Al2O3 (Macashew Tecnologias), with 99.99% purity, and Cu (99.99%) targets were used under Ar pressure of 7.10 mbar and power of 100 W, with deposition times of 3 h and 7 min for Al2O3 and Cu films, respectively. Structural analysis was performed using X-ray diffraction (XRD; Bruker D8 Advance) with Cu K¥á (¥ë = 1.54 ?) radiation, and Al2O3, Cu, and ITO peaks were identified. The electrical properties of the multilayer Pt/Al2O3/Cu/Al2O3/ITO device were analyzed using a source meter (Keysight Agilent B2901) used for voltage applications. The I?V characteristics of the Pt/Al2O3/Cu/Al2O3/ITO device, measured by a two-point probe method, are shown in Fig. 1a; herein, the tip of Pt was estimated to have a diameter of ¡­300 ?m. In the present work, negative polarization is defined as the electric current flowing from Pt to ITO.",Methods
"The schematic representation of the structure of the Pt/Al2O3/Cu/ Al2O3/ITO device is shown in Fig. 1(a). During the switching tests, the voltage was applied to the top Pt electrode (tip) while the bottom ITO electrode remained grounded. Fig. 1(b) shows the XRD patterns of the Al2O3 and Cu films deposited on the ITO substrate. A preferred orientation (1 0 1) of Al2O3 is clearly observed, and the peaks were determined using the Inorganic Crystal Structure Database (ICSD - ITO pdf number: 89-4598; Al2O3 pdf number: 42-1468; Cu pdf number: 04- 0836)",Main
"A standard sample Pt/Al2O3/ITO was produced under the same deposition conditions. No resistive switching behavior was observed. Fig. 2 shows the voltage sweep performed under negative bias with the compliance current (CC) set at 1 mA to prevent the device from burning. A SET process was obtained by sweeping the device in the direction indicated by arrow 1, where the LRS is reached at VSET ¡­ 1.6 V (arrow 2). Under a new voltage sweep (arrow 3), the device remains at the LRS until VRESET ¡­ 0.5 V (arrow 4), and the device switches to HRS.",Main
"The resistive switching behavior is free forming indicating that the Al2O3 film has a high density of oxygen vacancies [22]. The SET and RESET processes attributed to formation and rupture of a conductive filament. The RESET process occurs because of the Joule heating [23] caused by the high current density in the metallic filaments, resulting in local heating and consequently, breaking of filaments.",Main
"Fig. 3 shows the characteristic (I?V) curves of the Pt/Al2O3/Cu/ Al2O3/ITO device in which the CC values were varied to observe their influence on the resistive switching behavior. The CC values used were 1, 5, and 7 mA, and it was observed that when the CC was fixed at 7 mA, the RESET process did not occur. The increase in the CC values favors the formation of stronger filaments that support a high current density resulting in a hard breakdown (device burn).",Main
"This can also be understood to be a result of the excess oxygen vacancies in the Al2O3 film. Therefore, for smaller CC, the RESET process is achieved, and the switching cycles can be obtained several times. In the proposed device, the device underwent a hard breakdown at 7 mA; this characteristic depends on the material properties because when TiO2 was used [25], hard breakdown occurred at 22 mA.",Main
"Fig. 4 shows the characteristic curves (I?V) for 1 mA CC. Six curves (I?V) are presented and a superposition of four of these curves (corresponding to 1st, 10th, 20th and 28th switching cycles) was observed. This overlap occurred for the curves exhibiting the SET process (Fig. 4a) as well as those showing the RESET process (Fig. 4b). For the 5th and 15th switching cycles, there is a clear distinction between the VSET and VRESET values in both plots. From Fig. 4a and b, we note that for larger values of VSET, VRESET also occurred at higher values.",Main
"It is also perceptible that as the voltage sweep increased, the curves for the RESET process (Fig. 4b) exhibited fluctuations; this may indicate the effect of the Joule heating on the conducting filaments to destabilize the current, resulting in this RESET process, specifically, in the rupture of the filaments, causing the device to switch to HRS. The device showed a maximum of 28 switching cycles, indicating the possibility of application in memory devices. However, a future study will focus on improving the performance of this device.",Main
"To investigate the conduction mechanism in the Pt/Al2O3/Cu/ Al2O3/ITO device, Fig. 5 shows the (I?V) characteristics of the LRS and HRS were replotted using the double logarithmic scale. For the LRS a linear relationship (I ¡ð V) was found, which indicated that the conduction had ohmic behavior, and that it was related to the filament model. For the HRS, the conduction mechanism was governed by the space-charge limited current (SCLC) model, which is described by an ohmic linear region (I ¡ð V) at low voltages and a Child¡¯s square law region (I ¡ð V2 ) at high voltages.",Main
"During the process of deposition of the films (via sputtering), there is no O2 injection, which causes defects in the films, i.e., oxygen vacancies are usually produced. In our device, such vacancies create defects in the structure of Al2O3 films and function as traps, attracting carriers that are injected during the voltage sweep. When the traps are occupied by the injected charges, the current exhibits a significant increase in the high voltage region. This results in a liquid accumulation of charge inside the material, as known from the SCLC model.",Main
"As Al2O3 films have a high density of oxygen vacancies, the standard sample (without Cu layer) displays the SET process; however, the RESET process does not occur, resulting in a hard breakdown process. The conductive filaments formed are probably very thick, thereby supporting a higher power density. This implies that a high current flows through the device, and the rupture that occurs is permanent, i.e., there is burning of the device.",Main
"Fig. 6 shows the schematic representation of the resistive switching mechanism. The Cu layer acts as a connector between the conductive filaments in the insulation layers of the Al2O3 film. The application of a voltage sweep forms conductive filaments in the Al2O3 films that connect through the metal layer of Cu. In the RESET, these filaments rupture and the current stops flowing through the device.",Main
"Fig. 7 shows the results of the retention test performed at room temperature. The time dependence of the HRS and LRS on the Pt/ Al2O3/Cu/Al2O3/ITO device was noted under a read voltage of ?0.1 V. The device presented excellent retention, with stability for more than 103 s, and there was no observed decay. The ON/OFF ratio between the LRS and HRS was approximately five orders of magnitude, indicating its potential for application in nonvolatile memory devices.",Main
"An Al2O3/Cu/Al2O3 multilayer structure was deposited on an ITO/ glass substrate to form an RRAM device, using a Pt tip as the top electrode and ITO as the bottom electrode, which was grounded. Unipolar resistive switching behavior was observed in this multilayer structure, with free forming process and the switching cycles were displayed under negative voltage bias. The SET and RESET processes",Summary
"The retention test exhibited an ON/OFF ratio of approximately five orders of magnitude, which is an excellent value, and demonstrated the applicability of our multilayer device in RRAMs. The analysis of the conduction mechanism showed ohmic conduction for the LRS and conduction of the SCLC type for the HRS. Therefore, we considered the filament model to explain the process of formation and rupture of filaments in the films of Al2O3 and, consequently, the unipolar behavior. Oxygen vacancies suggested the formation of the conductive filaments that connect through the metal layer of Cu, owing to which, the device presented the phenomenon of resistive switching. The I?V characteristics exhibited by our multilayer device indicate its potential for application in RRAM devices.",Summary
Fig. 1. (a) Schematic representation of the multilayer Pt/Al2O3/Cu/Al2O3/ITO device and (b) XRD patterns of the Al2O3/Cu/Al2O3/ITO/glass structure at room temperature.,Captions
Fig. 2. Typical unipolar switching I?V characteristics of the Pt/Al2O3/Cu/ Al2O3/ITO device.,Captions
"Fig. 3. I?V characteristics of Pt/Al2O3/Cu/Al2O3/ITO under CC of 1, 5, and 7 mA.",Captions
Fig. 4. Resistive switching for several 1 mA CC switching cycles: (a) SET and (b) RESET.,Captions
Fig. 5. I?V characteristics of the LRS and HRS replotted in double logarithm.,Captions
Fig. 6. Schematic representation of the resistive switching mechanism. The Cu layer acts as a connector between the conductive filaments in the insulation layers of the Al2O3 film.,Captions
Fig. 7. Retention characteristics of the device for a read voltage of ?0.1 V performed at room temperature.,Captions
"This study presents conductance modulation in a Pt/TiO2/HfAlOx/TiN resistive memory device in the compliance region for neuromorphic system applications. First, the chemical and material characteristics of the atomic-layer-deposited films were verified by X-ray photoelectron spectroscopy depth profiling. The low-resistance state was effectively controlled by the compliance current, and the high-resistance state was adjusted by the reset stop voltage. Stable endurance and retention in bipolar resistive switching were achieved. When a compliance current of 1 mA was imposed, only gradual switching was observed in the reset process. Self-compliance was used after an abrupt set transition to achieve a gradual set process. Finally, 10 cycles of long-term potentiation and depression were obtained in the compliance current region for neuromorphic system applications.",Abstract
"Resistive switching behavior is observed in many dielectrics under an electric field [1]. The non-volatile resistance states are reversible in the high-resistance and low-resistance states. The types of switching are largely divided into unipolar and bipolar switching [2]. The memory state of the unipolar resistive switching memory can be changed by the electric stress at the same polarity. The reset process from a low-resistance state (LRS) to a highresistance state (HRS) occurs by rupture of the conducting filament by Joule heating [3]. In contrast, the set and reset processes of the bipolar resistive type occur via the opposite polarity of the electric field. Among the many resistive switching materials, metal oxides are the most popular, owing to their good stability, reproducibility, and repeatability [4?17]. Representative metal oxide-based resistive random access memory (RRAM) materials include TaOx, TiO2, Al2O3, and HfO2 [4?17], with different configurations like anodic oxidation and physical vapor deposition (PVD), and chemical vapor deposition (CVD). It is worth noting that a bilayer stack of metal oxide exhibits relatively better resistive switching performance, such as endurance, retention, and variability performance, compared with a single-layer stack [18?22]. In a previous study, low-power operation was achieved by controlling oxygen vacancies in the case of a HfO2/TiOx bilayer RRAM [20]. In another study, the switching uniformity was improved for a HfO2/TiO2 bilayer device owing to stabilized filament formation and rupture [21]. In the case of a double insulating layer sandwiched by electrodes with a large difference in work function, self-rectifying I?V curves have been reported, which can reduce the sneak current in the cross-point array [22].",Introduction
