,0,labels,Name
428,"In conclusion, we have shown that single crystalline GaN nanomembranes arranged in simple networks consisting of parallel memristors are able to perform basic learning mechanisms such as habituation, dishabituation, and to memorize the learned responses to various electrical stimuli. As the number of memristors connected in parallel increases, the learning processes are faster, i.e., occur after a smaller number of sweeps, which can be considered similar to the voltage drop on synapses during long-term potentiation. In addition, the asymmetry of the temporal response at positive and negative step voltage excitations decreases significantly as the number of parallel GaN membranes increases, while the average time for reaching the steady state remains almost the same. The physics of memristors, i.e., the progressive occupation of surface states as a result of the migration of trapped negative charges under the influence of a trap-induced electric-field, is responsible for the analog learning mechanisms of habituation and dishabituation.",3,
429,"In conclusion, the effect of the BCZT layer thickness on the ferroelectric and resistive switching characteristics of Pt/ BCZT/HAO/Au was evaluated. It was shown that the remnant polarization and coercive fields are decreasing functions with the BCZT thickness in the Pt/BCZT/HAO/Au structures. Moreover, the RS behavior is understood as it strictly depends on the barrier variation at the BCZT/HAO interface caused by the polarization flipping. Moreover, it was also shown that the switching field can be adjusted by controlling the thickness of the BCZT layer. This is an important feature which can be seen as a first step into the next generation of RS based devices to operate with low power consumption and a high RS ratio.",17,
430,"In summary, RS is introduced to the post-treatment of solar cell devices, which can effectively improve the photovoltaic performance by setting the device to a low resistance state under certain electric fields. The mechanism has been ascribed to the decreased defect density in bulk and band optimization at the interface during the defect migration in the RS process. This strategy is applied to BiFeO3-based photovoltaic devices, where J_sc increases 2.3 times from 2.38 to 5.66 μA/cm^2 at the maximum set voltage of 3.5V and V_oc increases 1.35 times from 0.39 to 0.525V at the maximum set voltage of 5V. However, further increasing the maximum set voltage will drastically decrease J_sc and V_oc, which is due to the higher defect density at the interface, leading to the drastic increase in electron–hole recombination. Our results suggest that RS is a promising strategy that can be applied on the fabricated solar cell devices to further improve the photovoltaic performances.",4,
431,"Tungsten plugs and RTO are mature IC processes. They enable a new and CMOS-compatible WOx-based RRAM. For single-level cell (SLC) operation, excellent cycling endurance (up to 108 times), fast switching speed ( 2 ns), and low voltage (1.4 V) programming are demonstrated. For MLC operation, 2-bit/cell storage with more than 10000 cycling endurance and stable resistance readout over time are demonstrated. This new RTO WOx RRAM is promising for both high density storage and embedded memory applications.",71,
432,"By electrical and EA investigation in both air and vacuum, we have shown evidence that the resistance switching mechanism in ZnO nanoparticle memristors is the drift of oxygen vacancies under the external field, associated with the adsorption and desorption of oxygen molecules at the ZnO nanoparticle/Al interface. This interfacial layer effectively changes the workfunction of Al electrode and results in the modulation of the resistance state. We believe that our findings are important for future memristive device design and fabrication.",45,
433,"To summarize, a Ag/MAFC/Cu device was fabricated that exhibited nonvolatile bipolar resistive switching behavior at room temperature. No obvious degradation was found in both high and low resistance states in this device after 600 s and 400 voltage cycles. These results demonstrate that the Ag/MAFC/ Cu device was robust and retained its resistance state over long cycle periods. In addition, this device exhibited a uniform and reproducible resistive switching effect over a wide temperature range of 290 to 340 K. On the basis of a comparison of the oxidation states of the Ag and Cu electrodes before and after an electric event, XPS results suggest that oxidative insulating layers were formed at the metal electrode/MAFC interfaces. The change in the resistance state was due to the passivation or dissipation of oxidized layers at the interface of the metal electrodes and the MAFC. A model describing the oxidative reactions properly helped to elucidate the symmetric resistive switching behavior in the Ag/MAFC/Cu device. This interfacial effect enabled achievement of the write/read function of this memory cell. This work provided a novel approach for the exploration of potential future applications of this type of organic−inorganic material for electronic data storage information.",20,
434,"In this study we demonstrate stable resistive switching behaviors in a Ni/GeOx/PZT/TaN device. Compared with the control Ni/PZT/TaN RRAM, Ni/GeOx/PZT/TaN device showed markedly improved retention and endurance. The Ni/GeOx/PZT/TaN device could be a potential candidate for unipolar mode operations.",0,
435,"In this work, we synthesized single-crystalline CuO nanowires and fabricated a Au/Ti/CuO NW/Ti/Au RRAM nanodevice. The electrical measurement showed a stable switching behavior and outstanding low power consumption. The EDS mapping revealed that the migration of oxygen ions dominated the resistive switching behavior. In addition, the EELS analysis indicated that a high concentration of oxygen vacancies were generated during the forming process. Furthermore, the HRTEM images showed that a tiny conducting filament with a diameter below 4 nm was generated at the surface of the CuO nanowire. The CuO structure in the conducting region was transformed into Cu2O. The fitting of the I-V measurement revealed that the conducting mechanism of the CuO NW was SCLC at LRS. This result also demonstrated that the oxygen vacancies caused the resistive switching. Compared with micron-size CuO thin film RRAM devices, the diameter of the conducting filament was minimized by three orders of magnitude, implying the size of the filament can be reduced as the device is scaled down to the nanoscale. Because the resistive switching was controlled by generating and erasing the filament, the power consumption also decreased as the filament was miniaturized. This study was the first to analyze a single CuO nanowire and shows its potential in nanodevice applications. The results will push RRAM toward practical applications in next-generation nonvolatile memory.",9,
436,"The identification of the Magne´li phase as conducting filaments has important implications for the switching mechanism in RRAM. At the initial stage, a random oxygen vacancy will be created as the oxygen atoms are displaced from the bulk position by the external field and thermal effects. Above a critical density, oxygen vacancies will spontaneously rearrange to form an ordered structure. Indeed, first-principles calculations with the same computational set-up as in ref. 28 found that the Magne´li phase is more stable than the rutile phase with a uniform distribution of oxygen vacancy, by ~2 eV per Ti4O7 formula unit. Therefore, with increasing concentration of oxygen vacancies, there should be a strong thermodynamic driving force to form the Magne´li phase. The presence of a stable metallic phase explains the outstanding endurance of many RRAM devices, which is difficult to rationalize if the conducting paths comprise a random distribution of point defects. In this respect, it would be worth reexamining the conducting path in other oxides in terms of vacancy ordering or oxygen-deficient phases. A recent report on the valence reduction of a switching filament in CuO cells is, thus, very interesting. ",46,
437,"We demonstrated a simple and robust single-crystal perovskite sample, which showed EL at low temperatures and sufficiently high currents. The proposed sample concept where the electrode-perovskite structure stayed pristine throughout the process from fabrication to characterization allowed us to observe more regular current oscillation in single-crystal perovskites. We observed a novel oscillatory behavior, which relates to thermally activated process because of its Arrhenius dependency on the temperature. In addition, the MSM sample showed a regular quasi-periodic sharp rise in current, corresponding to intermittent EL, which can be explained by filament formation within the sample. These observations could shed new light on the intrinsic behaviors of singlecrystalline perovskite devices and highlight the significance of ionic motion on the conduction in perovskite devices, which is important for novel perovskite applications in future. Although alerting the use of perovskite single crystals in normal lighting or communications applications, we hope the future will determine some practical uses of this interesting mechanism. Some possible areas are in iontronics or in neuromorphic memory devices which can use the emission as an additional degree of freedom.",12,
438,"In summary, we have developed a unique approach to decouple electrical transport from thermal transport between two states by forming and disrupting CNFs within a thermoelectric film via electrochemical redox processes without additional fabrication process. The electrical to thermal conductivity ratio can be switched cyclically between two well-defined states by the formation/disruption of a high density of ≈10 nm metallic CNFs within the thin film. Additional key characteristics of the RS method are its simplicity and its applicability to classic thermoelectric materials. Our strategy is expected to broaden the research pathway for developing new switchable and high-performance thermoelectric nanocomposites.",-1,
439,"The influence of crystallinity of LCMO films on the resistance switching of Ag-LCMO-Pt sandwiches has been investigated. The LCMO films with different crystallinities were obtained by varying deposition temperature as well as the oxygen-annealing process. With increasing deposition -20 -16 -12 -8 -4 0 4 8 12 16 10-1 100 101 102 103 R (k Pulse voltage (V) A-500 A-600 A-700 (a) Breakdown 0 10 20 30 40 50 60 10-1 100 101 102 103 ∆R/R=2.2 Pulsed bias: +10V/−15V A-500 A-600 Pulsed bias: +13V/−21V A-700 R (k Pulse number (b) ∆R/R=139 FIG. 13. Color online Pulsed bias induced resistance switching of AgLCMO-Pt sandwiches with LCMO films annealed at different temperatures: a pulse voltage dependence of the resistance values and b resistance switching under pulse pairs. Each pulse pair is composed of one positive and one negative pulse. 063511-7 Shang et al. J. Appl. Phys. 105, 063511 2009 [This article is copyrighted as indicated in the article. Reuse of AIP content is subject to the terms at: http://scitation.aip.org/termsconditions. Downloaded to ] IP: 141.209.100.60 On: Sun, 21 Dec 2014 10:43:09 temperature, LCMO films changed from the amorphous to crystalline phase with 200 oriented crystalline grains, and the size of the crystalline grain also increased. The amorphous LCMO films were crystallized through rapid thermal annealing process at oxygen atmosphere. I-V curve and pulsed bias measurement indicated that stable I-V hysteresis and pulse-bias-induced resistance switching only took place in crystallized LCMO films. The coexistence of highconductive crystalline grains and low-conductive grain boundaries results in the inhomogenous conductivity in LCMO films. The resistance switching took place at the interface between the Ag electrode and crystalline grains and can be described as the electric field induced oxygen vacancy annihilation/generation combined with the change in electron/hole trap density. From these results, well resistance switching can be expected in the metal-oxide-metal sandwiches by the proper match of electrodes with good oxygen affinity and films with oxygen-sensitive and inhomogenous conductivity.",27,
440,"In summary, the resistive and magnetization switching can be simultaneously manipulated in Pt/Cr-NFO/Pt memory devices by the electric field during switching operations. The design devices exhibited typical unipolar switching with narrow operating voltages, good endurance, large ON/OFF ratio, and excellent retention. The stability and uniformity of switching parameters were attributed to the reduction in the randomness of conducting filaments formation/rupture by Cr-doping. The conduction mechanism in the high and low resistance states was demonstrated by Schottky emission and Ohmic conduction behaviors. Moreover, the devices showed controlling magnetic switching via the internal redox reaction and Joule heating effects during the RS process, corresponding to the reversible switching of HMS (OFF state) to LMS (ON state). The mechanisms of resistive and magnetization switching in the ferrite based device were closely linked with the formation and rupture of conducting filaments based on oxygen vacancies, valence change, redox reactions, and Joule heating effects. Our work provides us a promising approach to design multistate logic switching functionality devices.",20,
441,"In summary, we have demonstrated the POx/BP memristor array with reliable and reproducible resistive switching performance on an individual BP flake. The resistive switching behavior originates from the oxygen vacancy migration in the self-assembly grown phosphorous oxide layer. The POx/BP memristors reveal an ultrahigh average on/off ratio >10^7, data retention >10^4 s, and repeated programmable behavior. Furthermore, the POx/BP affords flexibility in nanoscale and high supervised online learning accuracy. The memristor shows high potential for next-generation wearable electronics and neuromorphic computing applications.",8,
442,"In summary, we have demonstrated that 20 nm-thick aLSMO thin films prepared by RF magnetron sputtering exhibit diode-like volatile RS properties under lower CC. The Ag/a-LSMO/Pt cell can exhibit stable volatile RS performances up to 100 I-V cycles with rectification ratio above 10^2 The retention time increases with the CC increasing, and the cell becomes nonvolatile when the CC reaches 1 mA because of the stronger Ag nanofilament. The C-AFM current mapping images confirm the instability of conducting nanofilaments forming under lower CC. The volatility of the cell depends strongly on the temperature as well as the Ag nanofilament dimension. The volatile RS behaviors could be explained by the Rayleigh instability of the Ag nanofilament, together with the diffusion of Ag atoms to the a-LSMO matrix. The synaptic diode-like volatile RS properties have considerable application potential in the fields of beyond von-Neumann computers.",-1,
443,"Arrays of memristors based on RS can be reproducibly manufactured on a large scale,[35,36] and they are currently on the path to commercialization. Off-the-shelf magnetic random-access memories based on MgO are already available. Thus, the memristive MTJ as a complete synapse-neuron system is believed to become the basis of future artificial neural networks. Two existing technologies must be brought together to fabricate such networks. The study of artificial networks can provide important insights into the functionality of biological networks and could also allow for new forms of computing. For example, neuromorphic circuits specialized for pattern recognition may support todays systems; the flexibility of the former would complement the speed of the latter. Alternatively, if an artificial neural network were trained to perform a specific task, the final result could be implemented with classical circuitry and then mass produced.",-1,
444,"In summary, we have shown that NDR observed in NbOx is due to self-heating via a bulk conduction mechanism that is well described by three-dimensional PooleFrenkel conduction modified by the presence of donors and traps. More generally, NDR can result from any conduction mechanism with a temperature and electric field dependence such that thermal runaway occurs at sustainable fields and temperatures. This presents additional options for creating Stype NDR devices for applications such as selectors in emerging non-volatile crossbar memory arrays. For instance, employing interface-limited conduction mechanisms such as Schottky emission allows tailoring of the characteristic activation energy, in this case the Schottky barrier height, over a broad range (see supplementary material for the equations governing NDR based on a self-heating Schottky emitter). Another advantage of self-heating based NDR is that it can occur at relatively low internal temperatures. Using the fitted value of Rth, we estimate the temperature at the NDR onset to be 380–400 K in our NbOx selectors, far lower than the 1080 K transition temperature of the IMT. This relatively low operating temperature affords power and durability advantages.",0,
445,"In conclusion, we estimated P_r and V_c after domain switching current transformation into a P-V hysteresis loop with pulse width as short as 30 ns. After deduction of the leaky current from the switching current, we extracted the P-V hysteresis loop in a leaky BFO thin film with domain switching mechanism different from other insulators. This technique is unique and superior to traditional Sawyer-Tower measurements for the nanosecond characterization of imprint and retention in either insulating or leaky thin films.",4,
446,"Finally, a metal-ferroelectric-metal tunneling junction structure with Ag nanoislands on top of ultrathin ferroelectric BTO film, have been fabricated by a system integrating a LMBE and a nanocluster beam generator. The introducing of Ag nanoislands on top of BTO film can result in apparent enhancements in both current density and symmetry in I-V hysteresis curves. The enlarged tunneling current can be ascribed to the reduction in barrier height as well as an increase in effective tunneling area by Ag electrode, while the improved current symmetry is likely due to the creation of flat electrode-oxide contact instead of point contact through the sharp protrusion of C-AFM tip.",4,
447,"In conclusion, we have demonstrated a concept about controlling the formation of conductive filaments by low-energy H+ irradiation. The H+ irradiated samples show good unipolar resistive switching behavior that is absent in the asdeposited samples. Moreover, the SrTiO3 samples irradiated by H+ ions at 120 KeV and 10^15/cm2 dose is superior as compared with the others, which exhibits an excellent resistive switching. Its compliance current can be reduced down to several micro-ampere level, and reset current is only 200 μA, making it useful for low power consumption applications. The low-energy H+ irradiation may be an effective method to optimize resistance switching memory performances.",2,
448,"In conclusion, we have investigated the charge carrier conduction and a resistance switching mechanism of the Ba doped ZnO NP based memristor. The electrical characterization of the device is successfully carried out based on the SCLC conduction model. Effective impurity doping of ZnO NPs gave rise to the generation of a high number of Vo. The Vo migration, inducing CF formation and dissolution, was found to be responsible for the resistance switching phenomenon observed in the ITO/Ba0.95ZnO1-xNP/Al memristor. Furthermore, the self-rectifying characteristic of the identiﬁed ITO/Ba0.95ZnO1-xNP/Al device is desirable for the construction of a high density advanced neu- romorphic systems. Additionally, the memristor asymmetry opens up another possibility of its practical application, namely, in the ﬁeld of secure signal transmission in a nonlinear form.",45,
449,"In conclusion, we show that ultrathin few-layer HfS2 can be incorporated into a variety of vdW heterostructures and selectively transformed into an amorphous high-k oxide using laser irradiation. In contrast to sputtering or ALD, the use of photo-oxidized HfS2 allows for clean interfaces without damaging the underlying 2D materials. We demonstrate that the laser-written HfOx has a dielectric constant k ~ 15 and a breakdown field of ~ 0.5 to 0.6 V/nm. These properties allow us to demonstrate several promising high-quality vdW heterostructure devices using this oxide : ReRAM elements that operate in the voltage limit of ~ 1 V ; flexible TMDC-FETs with Ion/Ioff > 10^4, subthreshold swings of 100 mV per decade, and good resilience to bending cycles ; and optoelectronic devices based on quantum well architectures, which can emit and detect light in the same device, with EL intensities and drive voltages comparable to devices with hBN barriers and photodetection response times up to 10^6 times faster than equivalent planar MoS2 devices. Moreover, the high-k dielectric constant, the compatibility with 2D materials, and the ease of laser-writing techniques will allow for significant scaling improvements and greater device functionality, which we predict to be an important feature for future flexible semi-transparent vdW nanoelectronics.",1,
450,"In this paper, we have demonstrated that incorporation of ultra-thin Al2O3–y buffer layers in TiO2–x active layers reduced switching voltages. The Al2O3–y layers acted in a rather homogeneous way and not as solid barriers inside the active layer. The switching voltages of the devices comprising Al2O3–y layers were +2.0/-2.0 V and +1.5/-1.5 V, which were tested with DC voltage sweeping and pulse sweeping, respectively. The Al2O3–y layers were suggested to have a double role, not only injecting excess oxygen vacancies but also enhancing a more repeatable and stable filament formation/eruption. Preliminary cycling endurance results suggested that Al2O3–y layers possibly enhanced the devices’ endurance, but more work on this matter has to be carried out to reveal the full potential of these devices in endurance. The non-volatile analog mode of switching of the devices is not limiting the devices’ potential but can make them good candidates for a variety of applications in neuromorphic computing.",43,
451,"In summary, a nonvolatile memory device based on a single graphene sheet suspended on a patterned ITO electrode pair was fabricated. The I–V curves for the single graphene sheet-based memory device exhibited electrical bistability with an ON/OFF ratio of 1 x 10^6 and excellent retention ability in ambient conditions. The observed switching effect is proposed to originate from the local oxidation of graphene sheet at the graphene/electrode interface. The recoverable electrical transition and good compatibility with conventional semiconductor technologies make the graphene-based device applicable in practical nonvolatile memories.",73,
452,"In conclusion, volatile and non-volatile resistive switching was demonstrated in single non-stoichiometric CuO-NW for low-cost selector and memory applications. The compliance current controls the stability of the hole-based conducting ﬁlament on the surface of NW, and volatile and non-volatile modes are determined by the mag-nitude of compliance current levels. The volatile threshold switching mode was operated with low compliance current, and the device exhibited bidirectional operation, high selectivity (10^4), low OFF-current (<100 pA), and stable reliability with the endurance over 10^5 cycles under the pulse operation. The device performances are attrib-uted to the nature of the surface conducting ﬁlaments on oxide-nanowire. Large uniformity of V_th was observed in the presented devi-ces, but will be improved by developing nano-scale devices.",9,
453,"The high-quality ZnCrTiO layers were grown on the Pt (111)/Ti/Al2O3 (0001) substrates. The ZnCrTiO layers (Ti ¼ 0–0.3 at. %) showed the enhanced disorder-activated Raman modes, attributing to lattice displacement-induced phonon scattering. The samples exhibited ferroelectric-like features, and the remnant polarization of ZnCrTiO (Ti ¼ 0.2–0.3 at%) was increased by a factor of ten, in comparison with ZnCrO (Ti ¼ 0 at. %). The MFM structures composed of Pt/ZnTiCrO/Pt displayed the polarizationdependent asymmetric hysteresis loops for the 6VA regions. Namely, a clear hysteresis with a window of 5 V only appeared in the þVA region while no hysteresis was observed in the –VA bias region. The results suggest that ZnCrTiO holds promise for potential applications of ferroelectric oxide-based two-terminal resistive-memory devices.",7,
454,FIG. 5. Electrical characteristics of the Pt/ZnCrTiO (Ti: 0.2 at. %)/Pt MFM device. The inset shows the I–VA characteristic curve of the device represented in the semi-logarithmic scale.,7,
455,"In summary, this study demonstrated that TFRRAM de- vices fabricated at RT exhibit not only high transparency up to 80% but also superior flexibility performance due to the IAI multilayered bottom electrode. Excellent resistive switching characteristics and reliable data retention proper- ties were also verified at RT and under thermal stress. More- over, they showed high mechanical flexibility in a repetitive bending test. Therefore, it is expected that the TFRRAM devices will mark a milestone in the development of future transparent and flexible electronic systems.",20,
456,"In this review, we discussed the recent progress in e-skin research, focusing on the technologies needed for three specific applications: skin attachable devices, robotics, and prosthetics. If developed fully, e-skin devices can enable continuous health monitoring and point-of-care diagnostics to improve people’s health. This is particularly important in this day and age as the life expectancy and various health risks are simultaneously on the rise. Also, e-skin will endow robotics and prosthetics with a “sense of touch,” enabling a wide variety of tasks currently not possible, such as manipulation of various objects and interaction with people. One can envision exciting possibilities such as robots that can conduct every day house chores and exchanging emotion with humans through tactile communication. Furthermore, amputees would regain full functionalities of human tactile capacity or even exceed it if the sensors can be engineered to detect external stimuli that are not possible with human skin. The research community has been working intensely toward this vision, and significant progress has been made over the past decade. Materials with intrinsic stretchability and self-healing ability have been developed through a variety of methods. Sensors of various kinds (tactile, chemical, and electrophysiological sensors) have been developed. Additionally, large-area fabrication and integration techniques, along with wireless communication, low-power-consumption signal processing technologies, and neural interfacing electrodes are being developed. However, despite these efforts, many challenges still remain. Below, we succinctly highlight some of these challenges.",36,
457,"In summary, we have fabricated SiOx-based RRAM with self-rectifying behavior by direct plasma-oxidation of silicon wafers at room-temperature. Bipolar and unipolar RS was observed in the Cu/SiOx/p-Si structure, whereas unipolar RS with self-rectifying behavior at LRS was obtained in the Cu/SiOx/n-Si structure. Such RS can be explained with formation/rupture of the Cu filament inside the SiOx matrix. Hence, it produces the Schottky barrier at the as-formed Cu filament/n-Si contact when the memory device at LRS, leading to produce a rectifying junction. Since the employed materials and processing are fully compatible with CMOS technology, this work provides a convenient and cost-efficient technical-route to develop crossbar array-based RRAM for nowadays Si-based semiconductor industry.",6,
458,"We also studied the effect of superconductivity on the resistive states of YBCO/NSTO. Figure 3(a) shows the temperature dependence of resistances for the HRS (-3 V switching) and LRS (+2.5 V switching) of YBCO6.9 /NSTO. The LRS shows a metallic behavior, while the HRS shows a semiconducting behavior. The metallic behavior of the LRS is significant, suggesting the existence of conducting filaments through the junction barrier. Figures 3(b)–3(d) show the resistance changes at around Tc for YBCO6.9 film, LRS and HRS of YBCO6.9 /NSTO with and without a magnetic field. It can be seen that superconducting transition has remarkable influence on the resistance of the LRS with strong correlation. In contrast, the influence of superconducting transition on the HRS is minor. It has been shown in our previous paper that YBCO6.9 /NSTO is an inhomogeneous junction. The inhomogeneity of the barrier height distribution leads to the inhomogeneous distribution of the thickness of depletion layer, as shown in the inset of Fig. 3(c). For the HRS, the resistance is mainly determined by the junction resistance, which gives a semiconductinglike behavior. Redistribution of current through the interface occurs at around Tc because the red region adjacent to the thinner depletion layer becomes superconducting [inset of Fig. 3(c)] and more carriers flow via low barrier regions, leading to the minor effect of superconducting transition on the junction resistance. For the LRS, the traps are filled by carriers and higher voltages result in the conducting filaments due to possible soft breakdown of the regions with low barrier height [gray region in the inset of Fig. 3(c)]. The conducting filaments are composed of YBCO6.9 and NSTO in series and go through the barrier layer. So the resistance of YBCO6.9 /NSTO shows a metallic conducting behavior and remarkable drop much larger than the resistance of YBCO6.9_x0002_ at around Tc of YBCO6.9. Interestingly, it has also been shown in Au/SrTiO3 :Nb Schottky junction that in the LRS some filaments formed through the junction barrier.",-1,
459,"We have developed a hybrid graphene oxide−titanium oxide nonvolatile resistive memory that not only offers the attractive features of “traditional” graphene oxide memories, such as the suitability for flexible and transparent electronics applications, a simple and cost-effective production etc., but also allows for a nanometric size-scaling, nanosecond switching speeds and multilevel (multibit) operation. Specifically, we have not only presented the smallest (50 nm), fastest (sub-5 ns), thinnest (8 nm) GO-based memory devices produced to date, but also demonstrated that our approach provides easily accessible multilevel (4-level, 2-bit per cell) storage capabilities along with excellent endurance and retention performanceall on both rigid and flexible substrates. Via comprehensive spectroscopic (XPS and Raman) and electrical characterization, backed-up by detailed atomistic simulations, we have shown that the resistive switching mechanism in our devices is driven by redox reactions in the interfacial region between the top (Ti) electrode and the GO layer. When the Ti metal is deposited on top of the GO film in order to form the top electrode, Ti atoms take oxygen groups from the first few nanometers of the oxygen-rich GO film, leading to a relatively thick (few nm) TiOx amorphous interface layer at the GO/Ti interface that acts as an insulating barrier, placing the cell in the HRS or RESET state. On the application of a negative bias to the top electrode, Ti−O chemical bonds are broken and oxygen ions diffuse back into the GO film. This transfer of oxygen groups away from the TiOx layer and back into the GO film lowers the interfacial energy barrier (between the top electrode and the GO) causing the cell resistance to decrease, thus putting the cell in the LRS state. The switching between HRS and LRS states is electrically reversible and repeatable, the states themselves are stable in air for prolonged durations, and devices fabricated on flexible plastic substrates withstood repeated and extensive bending. Our results will help transform the way in which we view the potential and possibilities for GO memory device development and applications.",73,
460,"In this paper we have extended the formalism of Darboux transformations to the NBE with full time-dependence in (1+1) dimensions. Our transformation can be viewed as the conventional Darboux transformation with a logarithmic deformation that arises from the Cole–Hopf transformation. As in the conventional case, our transformation allows for the generation of integrable NBEs and for the systematic search of nonhomogeneities that render the NBE integrable.",-1,
461,"In summary, the RS properties of Cu filament mediated ECM cells composed of either HfO2/TiO2 bi-layer or TiO2 single layer are compared. Due to the controlled and limited injection of Cu during the electroforming and set processes for the case of the HfO2/TiO2 bi-layer memory cell, the switching endurance and uniformity were greatly improved compared with the single layer memory cell. The reset/set switching power was also decreased by a factor of 100 due to the drastic decrease in appropriate compliance current level, whereas the switching voltage remained invariant. The LRS current of 30 lA and a resistance ratio that is slightly higher than 10 were highly favourable for fast and reliable sensing in RRAM using this memory cell.",71,
462,"In summary, we have demonstrated planar and vertical ferroelectric memristors using a layered semiconducting α-In2Se3 crystal. The IP polarization based planar memristor presents switchable photocurrent and gate tunability in the channel conductance, ferroelectric domain reversal and resistance-switching ratio. The OOP polarization based vertical α-In2Se3 memristor features a maximum resistance-switching ratio of 10^3 and can be integrated at a density of 7.1×10^9 per square inch. Additionally, we developed a multidirectionally operated memristor to demonstrate the OOP (or IP) resistance switching that can be achieved through IP (or OOP) pulse programming. The demonstrations in this work are applicable for future advanced functional nonvolatile memories and complex synaptic emulation.",8,
463,"The endurance failure mechanism in the Ti/HfOx bipolar RRAM with 1T–1R configuration induced by over-RESET energy is comprehensively studied. The degradation of memory device by over-RESET energy includes two stages. The degradation at first stage, where the resistance of LRS slightly increases, can be well explained by the worn filament model. And the degradation at second stage, where the resistance of LRS significantly increases and an unusual switching curve occurs, can be explained by the activation of self-CRS in the device. Our results suggest that the RESET operation needs to be carefully controlled to ensure robust endurance reliability in the Ti/HfOx bipolar RRAM.",30,
464,"In summary, we studied ReRAM device with Pt/SGO/Pt MIM structure and observed the multilevel resistance switching behaviour by varying the compliance current during the set process. The physical transport mechanism for the resistive switching behaviour was studied in a wide temperature range of 270–460 K, which indicated that the observed resistive switching can be explained by the formation/rupture of conductive filaments formed out of oxygen vacancies and metallic Gd atom. The observed multilevel conduction in the device was explained by the variation in the size of the conducting filament. The observed reproducible and nonvolatile multilevel resistive switching, good contrast in ON/OFF resistance ratio, high endurance, and amorphous structure make SGO as a promising material for the nonvolatile ReRAM devices.",-1,
465,"In summary, we presented a systematic study on the photovoltaic effect on the Schottky junction Au/SrTiO3 : 0.5 wt % Nb. The most remarkable observation is the strong dependence of the open-circuit photovoltage on junction resistance and the invariance of the short-circuit photocurrent during resistance switching. The distinctive photovoltaic effects can be understood based on an equivalent circuit model consisting of a diode in parallel with a resistor. These results suggest the occurrence of filamentary conductive channels across the interfacial barrier during resistance switching and invariance of remaining Schottky barriers.",2,
466,"We report nonpolar resistive switching operations after semi-forming and second forming in Pt/NiO/Pt stack cells, in which the NiO layers were deposited by reactive sputtering at various O_2 flow rates. Upon sweeping the applied voltage, the conductance fluctuates in some cells in the initial state and in the HRS after semi-forming. Fluctuations after semi-forming result in the cell conductance being a non-integer multiple of the quantized conductance G_0. The conductance increase owing to the fluctuations originates from the modification of oxygen-vacancy density at grain boundaries in the NiO layer. Moreover, this modification possibly disappears upon heating to 470 K through the formation of a conductive filament with a QPC created by semi-forming. Considering voltage- and heat-driven processes, the modification of oxygen-vacancy density can be seen as a possible precursor of a filament with a QPC by semi-forming or even of a fat conductive filament by second forming.",25,
467,"Furthermore, we considered the driving force at the origin of the reset based on the types of reset that occur after semi-forming in cells varying in size. The large Joule heating caused by the current through the fat filament created by second forming determines whether the cell conductance after reset takes on the value of the conductance just after second forming or that of the initial conductance depends. As a result, we consider the dominant driving force behind the reset in Pt/NiO/Pt cells to be Joule heating.",10,
468,"In summary, we report that stable rectification and resistive-switching properties exist in a Ti/TiO2 /Pt MIM fabricated at room temperature. The oxygen migration and localized conductive filaments play important roles in not only the resistive-switching of RRAM but also the rectification of oxide diodes. When the current conduction through the oxygen-deficient TiO2 filaments is limited by the interface Schottky barriers, the diode rectification prevails. After forming at higher voltage, much stronger filaments destroying the interface Schottky barrier give rise to the reproducible resistive-switching. The rectification properties stable up to 125 °C and 103 cycles under 3 V sweep without interference with resistive-switching show satisfactory reliability of TiO2 MIM diodes for future 1D1R RRAM applications.",24,
469,"In summary, a novel neuron device based on a unipolar ReRAM has been proposed. We veriﬁed the fundamental operations of the proposed device with SPICE simulations using the behavior model of the ReRAM. Consequently, our neuron device can exhibit both the OSC mode and EXC mode as similar to those of biological neurons. In particular, the latter one leads to the coincidence detection and pre- stimulus inhibition in response to pulse trains. Such neuronal behaviors are useful for pulse coding in the time domain. Since pulse coding is necessary for the Hebbian learning with Spike-Timing Dependent Plasticity synapses, our neuron device can complementary work with various kinds of synaptic devices including ReRAM synapses for next- generation neuromorphic systems.",39,
470,"In conclusion, we have shown the effects of various deposition and composition variables for NiO thin films. Also, the effects of these variables on bistable resistance switching have been shown. It can be seen that the existence of metallic Ni content plays an important role in resistance switching. In order to form NiO thin films with this Ni metal content, several methods are available. First, the oxygen partial pressure can be maintained at about 5% and substrate temperature at 400 °C as in our samples. Second, introduction of Ti doping can cause the metallic Ni content to appear even at higher partial pressures or lower temperatures. In addition, the film must exist in a polycrystalline state with pronounced relative _x0001_200 orientation as shown in the XRD data. The polycrystallinity of NiO thin films can be guaranteed by having a high deposition temperature or by introducing Ti doping at much lower temperatures and appropriate oxygen partial pressures. Room temperature processing through introduction of Ti impurities is important for integration of NiO films in RRAM for stacked structures.",29,
